Title;Front;Back
0237 Delete Node in a Linked List;"https://leetcode.com/problems/delete-node-in-a-linked-list/description/

* algorithms
* Easy (52.09%)
* Total Accepted:    266.8K
* Total Submissions: 512K
* Testcase Example:  '[4,5,1,9]\n5'

Write a function to delete a node (except the tail) in a singly linked list, given only access to that node.

Given linked list -- head = [4,5,1,9], which looks like following:



 

Example 1:


Input: head = [4,5,1,9], node = 5
Output: [4,1,9]
Explanation: You are given the second node with value 5, the linked list should become 4 -> 1 -> 9 after calling your function.


Example 2:


Input: head = [4,5,1,9], node = 1
Output: [4,5,9]
Explanation: You are given the third node with value 1, the linked list should become 4 -> 5 -> 9 after calling your function.


 

Note:


	The linked list will have at least two elements.
	All of the nodes' values will be unique.
	The given node will not be the tail and it will always be a valid node of the linked list.
	Do not return anything from your function.








";"
```cpp
/**
 * Definition for singly-linked list.
 * struct ListNode {
 *     int val;
 *     ListNode *next;
 *     ListNode(int x) : val(x), next(NULL) {}
 * };
 */
class Solution {
public:
    void deleteNode(ListNode* node) {
        while (node->next->next) {
            node->val = node->next->val;
            node = node->next;
        }
        node->val = node->next->val;
        delete node->next;
        node->next = NULL;
    }
};
```


"
0236 Lowest Common Ancestor of a Binary Tree;"https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/description/

* algorithms
* Medium (35.56%)
* Total Accepted:    249.5K
* Total Submissions: 701.4K
* Testcase Example:  '[3,5,1,6,2,0,8,null,null,7,4]\n5\n1'

Given a binary tree, find the lowest common ancestor (LCA) of two given nodes in the tree.

According to the definition of LCA on Wikipedia: “The lowest common ancestor is defined between two nodes p and q as the lowest node in T that has both p and q as descendants (where we allow a node to be a descendant of itself).”

Given the following binary tree:  root = [3,5,1,6,2,0,8,null,null,7,4]

 

Example 1:


Input: root = [3,5,1,6,2,0,8,null,null,7,4], p = 5, q = 1
Output: 3
Explanation: The LCA of nodes 5 and 1 is 3.


Example 2:


Input: root = [3,5,1,6,2,0,8,null,null,7,4], p = 5, q = 4
Output: 5
Explanation: The LCA of nodes 5 and 4 is 5, since a node can be a descendant of itself according to the LCA definition.


 

Note:


	All of the nodes' values will be unique.
	p and q are different and both values will exist in the binary tree.







";"
先找到反向的关系，用unordered_map记录。再用set反向查找一下就可以了。

```cpp
/**
 * Definition for a binary tree node.
 * struct TreeNode {
 *     int val;
 *     TreeNode *left;
 *     TreeNode *right;
 *     TreeNode(int x) : val(x), left(NULL), right(NULL) {}
 * };
 */
class Solution {
public:
    TreeNode* lowestCommonAncestor(TreeNode* root, TreeNode* a, TreeNode* b) {
        if (!root) return NULL;
        unordered_map<TreeNode*, TreeNode*> tbl; queue<TreeNode*> q({root});
        while (!q.empty()) {
            TreeNode *n = q.front(); q.pop();
            if (n->left ) tbl[n->left ] = n, q.push(n->left );
            if (n->right) tbl[n->right] = n, q.push(n->right);
        }
        unordered_set<TreeNode*> s;
        while (a) s.insert(a), a = tbl[a];
        while (b) if (s.find(b) != s.end()) return b; else b = tbl[b];
        return NULL;
    }
};
```

```cpp
/**
 * Definition for a binary tree node.
 * struct TreeNode {
 *     int val;
 *     TreeNode *left;
 *     TreeNode *right;
 *     TreeNode(int x) : val(x), left(NULL), right(NULL) {}
 * };
 */
class Solution {
public:
    TreeNode* lowestCommonAncestor(TreeNode* root, TreeNode* a, TreeNode* b) {
        if (!root || root == a || root == b) return root;
        TreeNode *left  = lowestCommonAncestor(root->left , a, b);
        TreeNode *right = lowestCommonAncestor(root->right, a, b);
        if (left && right) return root;
        return left ? left : right;
    }
};
```


"
0235 Lowest Common Ancestor of a Binary Search Tree;"https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/description/

* algorithms
* Easy (43.52%)
* Total Accepted:    259.7K
* Total Submissions: 596.5K
* Testcase Example:  '[6,2,8,0,4,7,9,null,null,3,5]\n2\n8'

Given a binary search tree (BST), find the lowest common ancestor (LCA) of two given nodes in the BST.

According to the definition of LCA on Wikipedia: “The lowest common ancestor is defined between two nodes p and q as the lowest node in T that has both p and q as descendants (where we allow a node to be a descendant of itself).”

Given binary search tree:  root = [6,2,8,0,4,7,9,null,null,3,5]

 

Example 1:


Input: root = [6,2,8,0,4,7,9,null,null,3,5], p = 2, q = 8
Output: 6
Explanation: The LCA of nodes 2 and 8 is 6.


Example 2:


Input: root = [6,2,8,0,4,7,9,null,null,3,5], p = 2, q = 4
Output: 2
Explanation: The LCA of nodes 2 and 4 is 2, since a node can be a descendant of itself according to the LCA definition.


 

Note:


	All of the nodes' values will be unique.
	p and q are different and both values will exist in the BST.







";"
比较简单，递归判断两个节点是不是在BST的同一个子树下即可，注意不要溢出。

```cpp
/**
 * Definition for a binary tree node.
 * struct TreeNode {
 *     int val;
 *     TreeNode *left;
 *     TreeNode *right;
 *     TreeNode(int x) : val(x), left(NULL), right(NULL) {}
 * };
 */
class Solution {
public:
    TreeNode* lowestCommonAncestor(TreeNode* root, TreeNode* a, TreeNode* b) {
        TreeNode *p = root;
        while ((p->val - a->val) * (p->val - b->val) > 0)
            p = a->val < p->val ? p->left : p->right;
        return p;
    }
};
```


"
0233 Number of Digit One;"https://leetcode.com/problems/number-of-digit-one/description/

* algorithms
* Hard (29.90%)
* Total Accepted:    39.4K
* Total Submissions: 131.7K
* Testcase Example:  '13'

Given an integer n, count the total number of digit 1 appearing in all non-negative integers less than or equal to n.

Example:


Input: 13
Output: 6 
Explanation: Digit 1 occurred in the following numbers: 1, 10, 11, 12, 13.







";"
f[9]表示[0,9]的范围内有多少个1。所以，f[99] = 10 * f[9] + 99 + 1，由此可推出f[999]、f[9999]、f[9999...]

给定任意一个数字，如 23456，计算其包括多少个1应该包含几个部分

* [0, 20000]包含 
    - 2 * f[9999] 
    - [10000, 19999]共10000
* (20000, 23456]包括 countDigitOne(3456)

如 12345，计算方式如下

* [0, 10000]包含 1 * f[9999]
* (1, 12345]包含 2345
* countDigitOne(2345)

```cpp
class Solution {
public:
    unordered_map<int, int> tbl;
    
    Solution() {
        int i = 9; tbl[9] = 1;
        while (i*10+9 < INT_MAX) { tbl[i*10+9] = tbl[i]*10 + i + 1; i = i*10 + 9; }
    }
    
    int countDigitOne(int n) {
        if (n <= 0) return 0; if (n <= 9) return 1;
        int divisor = 1; while (n/divisor >= 10) divisor *= 10;
        int result = 0;
        result += n / divisor * tbl[divisor-1];
        result += n/divisor > 1 ? divisor : n-divisor+1;
        result += countDigitOne(n%divisor);
        return result;
    }
};
```

又重新做了一遍

```cpp
class Solution {
public:
    unordered_map<int, int> f;

    Solution() {
        int i = 9; f[9] = 1;
        while (i < INT_MAX) { f[i*10+9] = 10 * f[i] + i + 1; i = i * 10 + 9; }
    }

    int countDigitOne(int n) {
        if (n < 1) return 0;
        int divisor = 1; while (n / divisor >= 10) divisor = divisor * 10;
        return countDigitOne(n, divisor);
    }

    int countDigitOne(int n, int divisor) {
        if (n <= 0) return 0; if (n <= 9) return 1;
        int result = 0, d = n / divisor;
        if (d == 0) return countDigitOne(n, divisor/10);
        result = d * f[divisor-1];
        result = result + (d > 1 ? divisor : n%divisor+1);
        result = result + countDigitOne(n%divisor, divisor/10);
        return result;
    }
};
```


"
0232 Implement Queue using Stacks;"https://leetcode.com/problems/implement-queue-using-stacks/description/

* algorithms
* Easy (42.12%)
* Total Accepted:    138.6K
* Total Submissions: 329K
* Testcase Example:  '[""MyQueue"",""push"",""push"",""peek"",""pop"",""empty""]\n[[],[1],[2],[],[],[]]'

Implement the following operations of a queue using stacks.


	push(x) -- Push element x to the back of queue.
	pop() -- Removes the element from in front of queue.
	peek() -- Get the front element.
	empty() -- Return whether the queue is empty.


Example:


MyQueue queue = new MyQueue();

queue.push(1);
queue.push(2);  
queue.peek();  // returns 1
queue.pop();   // returns 1
queue.empty(); // returns false

Notes:


	You must use only standard operations of a stack -- which means only push to top, peek/pop from top, size, and is empty operations are valid.
	Depending on your language, stack may not be supported natively. You may simulate a stack by using a list or deque (double-ended queue), as long as you use only standard operations of a stack.
	You may assume that all operations are valid (for example, no pop or peek operations will be called on an empty queue).







";"
```cpp
class MyQueue {
private:
    stack<int> s_;
    bool flag_;
public:
    /** Initialize your data structure here. */
    MyQueue() {
        flag_ = true;
    }
    
    /** Push element x to the back of queue. */
    void push(int x) {
        if (!flag_) {
            flag_ = true; stack<int> s; s.swap(s_);
            while (!s.empty()) { s_.push(s.top()); s.pop(); }
        }
        s_.push(x);
    }
    
    /** Removes the element from in front of queue and returns that element. */
    int pop() {
        if (flag_) {
            flag_ = false; stack<int> s; s.swap(s_);
            while (!s.empty()) { s_.push(s.top()); s.pop(); }
        }
        int x = s_.top();
        s_.pop();
        return x;
    }
    
    /** Get the front element. */
    int peek() {
        if (flag_) {
            flag_ = false; stack<int> s; s.swap(s_);
            while (!s.empty()) { s_.push(s.top()); s.pop(); }
        }
        return s_.top();
    }
    
    /** Returns whether the queue is empty. */
    bool empty() {
        return s_.empty();
    }
};

/**
 * Your MyQueue object will be instantiated and called as such:
 * MyQueue obj = new MyQueue();
 * obj.push(x);
 * int param_2 = obj.pop();
 * int param_3 = obj.peek();
 * bool param_4 = obj.empty();
 */
```


"
0231 Power of Two;"https://leetcode.com/problems/power-of-two/description/

* algorithms
* Easy (41.65%)
* Total Accepted:    214.4K
* Total Submissions: 514.7K
* Testcase Example:  '1'

Given an integer, write a function to determine if it is a power of two.

Example 1:


Input: 1
Output: true 
Explanation: 20 = 1


Example 2:


Input: 16
Output: true
Explanation: 24 = 16

Example 3:


Input: 218
Output: false






";"
位运算，比较简单。

```cpp
class Solution {
public:
    bool isPowerOfTwo(int n) {
        if (n <= 0) return false;
        return (n & n-1) == 0;
    }
};
```


"
0230 Kth Smallest Element in a BST;"https://leetcode.com/problems/kth-smallest-element-in-a-bst/description/

* algorithms
* Medium (50.03%)
* Total Accepted:    203K
* Total Submissions: 405.6K
* Testcase Example:  '[3,1,4,null,2]\n1'

Given a binary search tree, write a function kthSmallest to find the kth smallest element in it.

Note: 
You may assume k is always valid, 1 ≤ k ≤ BST's total elements.

Example 1:


Input: root = [3,1,4,null,2], k = 1
   3
  / \
 1   4
  \
   2
Output: 1

Example 2:


Input: root = [5,3,6,2,4,null,null,1], k = 3
       5
      / \
     3   6
    / \
   2   4
  /
 1
Output: 3


Follow up:
What if the BST is modified (insert/delete operations) often and you need to find the kth smallest frequently? How would you optimize the kthSmallest routine?






";"
二叉平衡树排序的思路

```cpp
/**
 * Definition for a binary tree node.
 * struct TreeNode {
 *     int val;
 *     TreeNode *left;
 *     TreeNode *right;
 *     TreeNode(int x) : val(x), left(NULL), right(NULL) {}
 * };
 */
class Solution {
public:
    int kthSmallest(TreeNode* root, int k) {
        stack<TreeNode *> s; TreeNode *p = root;
        while (!s.empty() || p) {
            while (p) s.push(p), p = p->left;
            TreeNode *curr = s.top(); s.pop();
            if (--k == 0) return curr->val;
            p = curr->right;
        }
        return 0;
    }
};
```


"
0229 Majority Element II;"https://leetcode.com/problems/majority-element-ii/description/

* algorithms
* Medium (31.33%)
* Total Accepted:    93.4K
* Total Submissions: 298.2K
* Testcase Example:  '[3,2,3]'

Given an integer array of size n, find all elements that appear more than ⌊ n/3 ⌋ times.

Note: The algorithm should run in linear time and in O(1) space.

Example 1:


Input: [3,2,3]
Output: [3]

Example 2:


Input: [1,1,1,3,3,2,2,2]
Output: [1,2]







";"
思路：

Boyer-Moore Majority Vote algorithm

假设主要数为num1，次要数为num2

* 如果当前数字等于主要数num1
    - 增加主要数的计数器cnt1
* 否则，如果当前数等于次要数num2
    - 增加次要数的计数器cnt2
* 否则，若主要数为空，则假设当前数为主要数
* 否则，若次要数为空，则假设当前数为次要数
* 否则，将主要数和次要数跟当前数配对，各自计数器减少1

```cpp
class Solution {
public:
    vector<int> majorityElement(vector<int>& nums) {
        int num1 = 0, cnt1 = 0, num2 = 0, cnt2 = 0;
        for (int n : nums) {
            if      (n == num1) cnt1++;
            else if (n == num2) cnt2++;
            else if (cnt1 == 0) num1 = n, cnt1 = 1;
            else if (cnt2 == 0) num2 = n, cnt2 = 1;
            else                cnt1--  , cnt2--;
        }
        cnt1 = 0, cnt2 = 0;
        for (int n : nums) {
            if      (n == num1) cnt1++;
            else if (n == num2) cnt2++;
        }
        vector<int> result;
        if (cnt1 > nums.size() / 3) result.push_back(num1);
        if (cnt2 > nums.size() / 3) result.push_back(num2);
        return result;
    }
};
```


"
0228 Summary Ranges;"https://leetcode.com/problems/summary-ranges/description/

* algorithms
* Medium (35.25%)
* Total Accepted:    124.9K
* Total Submissions: 354.3K
* Testcase Example:  '[0,1,2,4,5,7]'

Given a sorted integer array without duplicates, return the summary of its ranges.

Example 1:


Input:  [0,1,2,4,5,7]
Output: [""0->2"",""4->5"",""7""]
Explanation: 0,1,2 form a continuous range; 4,5 form a continuous range.


Example 2:


Input:  [0,2,3,4,6,8,9]
Output: [""0"",""2->4"",""6"",""8->9""]
Explanation: 2,3,4 form a continuous range; 8,9 form a continuous range.







";"
* 注意两个数相减之后溢出

```cpp
class Solution {
public:
    vector<string> summaryRanges(vector<int>& nums) {
        const int len = nums.size(); vector<string> result; 
        if (len == 0) return {};
        if (len == 1) return { to_string(nums[0]) };
        int i = 0, lo = nums[0], hi = nums[0];
        while (i < len) {
            if (i >= len-1) {
                if (lo != hi) result.push_back(to_string(lo)+""->""+to_string(hi));
                else          result.push_back(to_string(lo));
                break;
            } else if ((long)nums[i+1]-nums[i] >  1) {
                if (lo != hi) result.push_back(to_string(lo)+""->""+to_string(hi));
                else          result.push_back(to_string(lo));
                hi = lo = nums[++i];
            } else if ((long)nums[i+1]-nums[i] == 1) {
                hi = nums[++i];
            }  
        }
        return result;
    }
};
```


"
0227 Basic Calculator II;"https://leetcode.com/problems/basic-calculator-ii/description/

* algorithms
* Medium (32.65%)
* Total Accepted:    98.3K
* Total Submissions: 301K
* Testcase Example:  '""3+2*2""'

Implement a basic calculator to evaluate a simple expression string.

The expression string contains only non-negative integers, +, -, *, / operators and empty spaces  . The integer division should truncate toward zero.

Example 1:


Input: ""3+2*2""
Output: 7


Example 2:


Input: "" 3/2 ""
Output: 1

Example 3:


Input: "" 3+5 / 2 ""
Output: 5


Note:


	You may assume that the given expression is always valid.
	Do not use the eval built-in library function.






";"
细节题

```cpp
class Solution {
public:
    int calculate(const string& e) {
        stack<int> s; char op = '+'; int i = 0;
        while (i < e.length()) {
            if (isdigit(e[i])) {
                int n = 0; while (isdigit(e[i])) n = n * 10 + e[i++] - '0';
                switch (op) {
                case '+': s.push(+n); break;
                case '-': s.push(-n); break; 
                case '*': n = s.top()*n; s.pop(); s.push(n); break;
                case '/': n = s.top()/n; s.pop(); s.push(n); break;
                }
            } 
            else if (e[i] == ' ') i++;
            else                  op = e[i++];
        }
        int result = 0; while (!s.empty()) { result += s.top(); s.pop(); }
        return result;
    }
};
```


"
0226 Invert Binary Tree;"https://leetcode.com/problems/invert-binary-tree/description/

* algorithms
* Easy (57.09%)
* Total Accepted:    301.9K
* Total Submissions: 528.7K
* Testcase Example:  '[4,2,7,1,3,6,9]'

Invert a binary tree.

Example:

Input:


     4
   /   \
  2     7
 / \   / \
1   3 6   9

Output:


     4
   /   \
  7     2
 / \   / \
9   6 3   1

Trivia:
This problem was inspired by this original tweet by Max Howell:

Google: 90% of our engineers use the software you wrote (Homebrew), but you can’t invert a binary tree on a whiteboard so f*** off.






";"
用队列记录。

```cpp
 /**
 * Definition for a binary tree node.
 * struct TreeNode {
 *     int val;
 *     TreeNode *left;
 *     TreeNode *right;
 *     TreeNode(int x) : val(x), left(NULL), right(NULL) {}
 * };
 */
class Solution {
public:
    TreeNode* invertTree(TreeNode* root) {
        queue<TreeNode*> q({root});
        while (!q.empty()) {
            auto node = q.front(); q.pop();
            if (node == NULL) continue;
            auto tmp = node->left; node->left = node->right; node->right = tmp;
            q.push(node->left); q.push(node->right);
        }
        return root;
    }
};
```


"
0225 Implement Stack using Queues;"https://leetcode.com/problems/implement-stack-using-queues/description/

* algorithms
* Easy (38.07%)
* Total Accepted:    120.5K
* Total Submissions: 316.5K
* Testcase Example:  '[""MyStack"",""push"",""push"",""top"",""pop"",""empty""]\n[[],[1],[2],[],[],[]]'

Implement the following operations of a stack using queues.


	push(x) -- Push element x onto stack.
	pop() -- Removes the element on top of the stack.
	top() -- Get the top element.
	empty() -- Return whether the stack is empty.


Example:


MyStack stack = new MyStack();

stack.push(1);
stack.push(2);  
stack.top();   // returns 2
stack.pop();   // returns 2
stack.empty(); // returns false

Notes:


	You must use only standard operations of a queue -- which means only push to back, peek/pop from front, size, and is empty operations are valid.
	Depending on your language, queue may not be supported natively. You may simulate a queue by using a list or deque (double-ended queue), as long as you use only standard operations of a queue.
	You may assume that all operations are valid (for example, no pop or top operations will be called on an empty stack).







";"
思路：暴力解决。

```cpp
class MyStack {
private:
    queue<int> q_;
public:
    /** Initialize your data structure here. */
    MyStack() {}
    
    /** Push element x onto stack. */
    void push(int x) {
        q_.push(x);
    }
    
    /** Removes the element on top of the stack and returns that element. */
    int pop() {
        queue<int> q; q.swap(q_);
        for (int i = q.size()-1; i > 0; i--) { q_.push(q.front()); q.pop(); }
        return q.front();
    }
    
    /** Get the top element. */
    int top() {
        queue<int> q; q.swap(q_);
        for (int i = q.size()-1; i > 0; i--) { q_.push(q.front()); q.pop(); }
        int top = q.front(); q_.push(q.front());
        return top;
    }
    
    /** Returns whether the stack is empty. */
    bool empty() {
        return q_.empty();
    }
};

/**
 * Your MyStack object will be instantiated and called as such:
 * MyStack obj = new MyStack();
 * obj.push(x);
 * int param_2 = obj.pop();
 * int param_3 = obj.top();
 * bool param_4 = obj.empty();
 */
 ```


"
0224 Basic Calculator;"https://leetcode.com/problems/basic-calculator/description/

* algorithms
* Hard (31.80%)
* Total Accepted:    96.7K
* Total Submissions: 304K
* Testcase Example:  '""1 + 1""'

Implement a basic calculator to evaluate a simple expression string.

The expression string may contain open ( and closing parentheses ), the plus + or minus sign -, non-negative integers and empty spaces  .

Example 1:


Input: ""1 + 1""
Output: 2


Example 2:


Input: "" 2-1 + 2 ""
Output: 3

Example 3:


Input: ""(1+(4+5+2)-3)+(6+8)""
Output: 23
Note:


	You may assume that the given expression is always valid.
	Do not use the eval built-in library function.







";"
当遇到括号时，用栈来暂存当前结果和符号。

```cpp
class Solution {
public:
    int calculate(const string& e) {
        stack<int> s; int n = 0, op = +1, len = e.length(), i = 0;
        while (i < len) {
            switch (e[i]) {
                case '+':
                    op = +1; 
                    i++;
                    break;
                case '-':
                    op = -1; 
                    i++;
                    break;
                case '(':
                    s.push(n ); n  =  0;
                    s.push(op); op = +1;
                    i++;
                    break;
                case ')':
                    op = s.top();        s.pop();
                    n  = s.top() + op*n; s.pop();
                    op = +1;
                    i++;
                    break;
                case ' ':
                    i++;
                    break;
                default:
                    int r = 0; while (isdigit(e[i])) r = r*10 + e[i++] - '0';
                    n = n + op*r;
                    break;
            }
        }
        return n;
    }
};
```


"
0223 Rectangle Area;"https://leetcode.com/problems/rectangle-area/description/

* algorithms
* Medium (35.52%)
* Total Accepted:    83.9K
* Total Submissions: 236.3K
* Testcase Example:  '-3\n0\n3\n4\n0\n-1\n9\n2'

Find the total area covered by two rectilinear rectangles in a 2D plane.

Each rectangle is defined by its bottom left corner and top right corner as shown in the figure.



Example:


Input: A = -3, B = 0, C = 3, D = 4, E = 0, F = -1, G = 9, H = 2
Output: 45

Note:

Assume that the total area is never beyond the maximum possible value of int.






";"
找出重合部分的leftbottom和righttop位置，然后加和两个矩形的面积减去重合部分的面积。

```cpp
class Solution {
public:
    int computeArea(int A, int B, int C, int D, int E, int F, int G, int H) {
        int a = max(A, E), b = max(B, F), c = min(C, G), d = min(D, H), result = 0;
        result += (C-A) * (D-B);
        result += (G-E) * (H-F);
        if (c<a || d<b) return result;
        result -= (c-a) * (d-b);
        return result;
    }
};
```


"
0222 Count Complete Tree Nodes;"https://leetcode.com/problems/count-complete-tree-nodes/description/

* algorithms
* Medium (31.54%)
* Total Accepted:    108.2K
* Total Submissions: 342.7K
* Testcase Example:  '[1,2,3,4,5,6]'

Given a complete binary tree, count the number of nodes.

Note: 

Definition of a complete binary tree from Wikipedia:
In a complete binary tree every level, except possibly the last, is completely filled, and all nodes in the last level are as far left as possible. It can have between 1 and 2h nodes inclusive at the last level h.

Example:


Input: 
    1
   / \
  2   3
 / \  /
4  5 6

Output: 6






";"
如果leftmost节点和rightmost节点的深度一样，就可以用公式`2^n+1`来计算节点数。
如果不相等，则只能继续递归计算左右子树的节点数。

60ms

```cpp
/**
 * Definition for a binary tree node.
 * struct TreeNode {
 *     int val;
 *     TreeNode *left;
 *     TreeNode *right;
 *     TreeNode(int x) : val(x), left(NULL), right(NULL) {}
 * };
 */
class Solution {
public:
    int countNodes(TreeNode* root) {
        if (root == NULL) return 0;
        int lh = 0; for (auto p = root; p; p = p->left ) lh++;
        int rh = 0; for (auto p = root; p; p = p->right) rh++;
        if (lh == rh) return (1 << lh) - 1;
        return countNodes(root->left) + countNodes(root->right) + 1;
    }
};
```

* 尝试做点优化，把左右子节点的深度复用，防止重复计算每个子树的leftmost和rightmost的深度

40ms

```cpp
/**
 * Definition for a binary tree node.
 * struct TreeNode {
 *     int val;
 *     TreeNode *left;
 *     TreeNode *right;
 *     TreeNode(int x) : val(x), left(NULL), right(NULL) {}
 * };
 */
class Solution {
public:
    int countNodes(TreeNode* root) {
        return countNodes(root, 0, 0);
    }

    int countNodes(TreeNode* root, int lh, int rh) {
        if (root == NULL) return 0;
        if (lh == 0) for (auto p = root; p; p = p->left ) lh++;
        if (rh == 0) for (auto p = root; p; p = p->right) rh++;
        if (lh == rh) return (1 << lh) - 1;
        return countNodes(root->left, lh-1, 0) + countNodes(root->right, 0, rh-1) + 1;
    }
};
```


"
0221 Maximal Square;"https://leetcode.com/problems/maximal-square/description/

* algorithms
* Medium (32.30%)
* Total Accepted:    119.5K
* Total Submissions: 369.8K
* Testcase Example:  '[[""1"",""0"",""1"",""0"",""0""],[""1"",""0"",""1"",""1"",""1""],[""1"",""1"",""1"",""1"",""1""],[""1"",""0"",""0"",""1"",""0""]]'

Given a 2D binary matrix filled with 0's and 1's, find the largest square containing only 1's and return its area.

Example:


Input: 

1 0 1 0 0
1 0 1 1 1
1 1 1 1 1
1 0 0 1 0

Output: 4






";"
* 动态规划，`f[i][j]`表示以(i,j)为rightbottom节点的最大矩形大小
* a表示当前节点的右上角节点，b表示当前的上方一个节点，c表示当前节点左边的一个节点
* 只有知道a b c的最小值就可以了。

16 ms

```cpp
class Solution {
public:
    int maximalSquare(vector<vector<char>>& matrix) {
        int m = matrix.size();    if (m == 0) return 0;
        int n = matrix[0].size(); if (n == 0) return 0;
        vector<vector<int>> f(m, vector<int>(n, 0));
        int a, b, c, result = 0;
        for (int i=0; i<m; i++) for (int j=0; j<n; j++) {
            if (matrix[i][j] == '0') continue;
            a = b = c = 0;
            if (i>0 && j>0) a = f[i-1][j-1];
            if (i > 0) b      = f[i-1][j  ];
            if (j > 0) c      = f[i  ][j-1];
            f[i][j] = min({a, b, c}) + 1;
            result = max(result, f[i][j] * f[i][j]);
        }
        return result;
    }
};
```

试试将dp的二维表改成一维表试试效果，12ms。

```cpp
class Solution {
public:
    int maximalSquare(vector<vector<char>>& matrix) {
        int m = matrix.size();    if (m == 0) return 0;
        int n = matrix[0].size(); if (n == 0) return 0;
        vector<int> f(n, 0); 
        int a = 0, b, c, i, j, result = 0;
        for (i=0; i<m; i++) for (j=0, a=0; j<n; j++) {
            if (matrix[i][j] == '0') { f[j] = 0; continue; }
            a = a;
            b = f[j];
            c = 0; if (j > 0) c = f[j-1];
            f[j] = min({a, b, c}) + 1; 
            if (i > 0) a = b;
            result = max(result, f[j]*f[j]);
        }
        return result;
    }
};
```


"
